X;Y;LINIE;KM;Dst-Abk;BPS NAME;TYP TEXT;TYP AUSWAHL;ID-AUTOMAT;SPRACHE;ABK STRVERW;LAUF_NR;geopos
1205176.173;2561739.576;215;75.295;NE;Neuchatel;ePOS;ePOS;04221 258;Franzosisch;SBB CFF FFS;1;46.9965349283,6.93560876852
1175525.788;2534422.54;210;29.681;ESP;Essert-Pittet;ePOS;ePOS;01111252;Franzosisch;SBB CFF FFS;5;46.7276948769,6.58075517657
1202014.317;2555104.347;210;67.663;CLB;Colombier;ePOS;ePOS;04209252;Franzosisch;SBB CFF FFS;16;46.9676776094,6.84868950586
1211290.081;2569674.727;210;85.549;CRNE;Cressier NE;ePOS;ePOS;04224251;Franzosisch;SBB CFF FFS;24;47.0519404312,7.03952270182
1220240.084;2585134.882;210;104.482;BI;Biel/Bienne;ePOS;ePOS;04300270;Deutsch;SBB CFF FFS;32;47.1329738863,7.24269517331
1167686.036;2532164.823;210;21.353;ECL;Eclepens;ePOS;ePOS;01114252;Franzosisch;SBB CFF FFS;-1;46.6569507124,6.55238280016
1181469.937;2539062.922;210;39.156;YV;Yverdon-les-Bains;ePOS;ePOS;04200258;Franzosisch;SBB CFF FFS;8;46.7816033448,6.64066373428
1181470.249;2539062.197;210;39.157;YV;Yverdon-les-Bains;ePOS;ePOS;04200259;Franzosisch;SBB CFF FFS;8;46.7816060848,6.64065419942
1203328.294;2557320.832;210;70.343;AUV;Auvernier;ePOS;ePOS;04219252;Franzosisch;SBB CFF FFS;17;46.9796432626,6.87769003411
1212458.705;2573866.156;210;89.997;NV;La Neuveville;ePOS;ePOS;04226251;Franzosisch;SBB CFF FFS;26;47.062631204,7.09461724328
1214800.493;2576948.445;210;94.0;LIG;Ligerz;ePOS;ePOS;04227251;Deutsch;SBB CFF FFS;28;47.083810145,7.13507083079
1171075.202;2532746.814;210;24.861;BAV;Bavois;ePOS;ePOS;01113252;Franzosisch;SBB CFF FFS;1;46.6874950429,6.55948875447
1177585.539;2536498.723;210;32.698;EP;Ependes;ePOS;ePOS;01110252;Franzosisch;SBB CFF FFS;5;46.7464235535,6.60762772033
1181449.083;2539111.908;210;39.103;YV;Yverdon-les-Bains;ePOS;ePOS;04200260;Franzosisch;SBB CFF FFS;7;46.7814202527,6.64130794245
1201112.674;2554074.587;210;66.269;BDR;Boudry;ePOS;ePOS;04208251;Franzosisch;SBB CFF FFS;16;46.9594968267,6.83524999652
1205242.231;2561727.918;210;75.298;NE;Neuchatel;ePOS;ePOS;04221 257;Franzosisch;SBB CFF FFS;21;46.9971284399,6.93544991674
1209834.375;2568441.53;210;83.624;CORN;Cornaux;ePOS;ePOS;04223251;Franzosisch;SBB CFF FFS;24;47.0387887759,7.02339471589
1218154.68;2581569.274;210;99.794;TUE;Tuscherz;ePOS;ePOS;042292512;Deutsch;SBB CFF FFS;30;47.1141259076,7.19578339033
1189063.792;2545365.819;210;50.671;CC;Concise;S-POS;S-POS;4203251;Franzosisch;SBB CFF FFS;10;46.8504578205,6.72228563091
1194439.371;2549903.196;210;58.113;GOR;Gorgier-St-Aubin;ePOS;ePOS;04205251;Franzosisch;SBB CFF FFS;14;46.8991688897,6.78118369373
1203794.605;2559280.095;210;72.392;NESE;Neuchatel-Serrieres;ePOS;ePOS;04220251;Franzosisch;SBB CFF FFS;19;46.9839610979,6.90339833052
1207150.745;2565262.47;210;79.34;SBL;St-Blaise CFF;ePOS;ePOS;04222252;Franzosisch;SBB CFF FFS;22;47.0144903946,6.98177276378
1211808.415;2571754.791;210;87.757;LD;Le Landeron;ePOS;ePOS;04225252;Franzosisch;SBB CFF FFS;26;47.056694994,7.06686536058
1220181.161;2585123.076;210;104.497;BI;Biel/Bienne;ePOS;ePOS;04300260;Deutsch;SBB CFF FFS;32;47.1324436182,7.24254151346
1173577.13;2533473.052;210;27.467;CHV;Chavornay;ePOS;ePOS;;Franzosisch;SBB CFF FFS;4;46.7100726417,6.5686182082
1181460.307;2539065.978;210;39.15;YV;Yverdon-les-Bains;ePOS;ePOS;04200256;Franzosisch;SBB CFF FFS;8;46.7815170037,6.64070503474
1181476.947;2539006.199;210;39.212;YV;Yverdon-les-Bains;ePOS;ePOS;19346251;Franzosisch;SBB CFF FFS;8;46.7816611977,6.63992006125
1184199.907;2539158.6;210;42.678;GRS;Grandson;ePOS;ePOS;04201252;Franzosisch;SBB CFF FFS;8;46.8061679692,6.64155269551
1192079.626;2548082.388;210;54.869;VAU;Vaumarcus;S-POS;S-POS;ID 54197;Franzosisch;SBB CFF FFS;13;46.8778031285,6.75755873433
1197815.745;2552254.638;210;62.281;BV;Bevaix;ePOS;ePOS;04206251;Franzosisch;SBB CFF FFS;15;46.9297126249,6.81168683878
1155539.012;2531996.739;200;6.923;BY;Bussigny;ePOS;ePOS;01117251;Franzosisch;SBB CFF FFS;-1;46.547671366,6.55198354352
1158735.546;2530409.085;200;10.975;VU;Vufflens-la-Ville;ePOS;ePOS;01116252;Franzosisch;SBB CFF FFS;1;46.5762605476,6.53080177918
1162059.173;2529900.899;200;14.496;COS;Cossonay-Penthalaz;ePOS;ePOS;01115251;Franzosisch;SBB CFF FFS;2;46.6061032285,6.52366643015
1172289.217;2529656.117;200;27.566;AX;Arnex;ePOS;ePOS;01107252;Franzosisch;SBB CFF FFS;6;46.6980957076,6.51890376933
1174214.868;2526301.248;200;35.823;BRT;Bretonnieres;S-POS;S-POS;01105251;Franzosisch;SBB CFF FFS;7;46.7150537321,6.47473398469
1155535.72;2531951.308;200;6.958;BY;Bussigny;ePOS;ePOS;01117252;Franzosisch;SBB CFF FFS;0;46.5476371263,6.55139173125
1167918.973;2529488.911;200;22.745;LSA;La Sarraz;ePOS;ePOS;01108251;Franzosisch;SBB CFF FFS;4;46.6587682114,6.51738983985
1172153.578;2526536.837;200;33.683;CR;Croy-Romainmotier;ePOS;ePOS;01106252;Franzosisch;SBB CFF FFS;6;46.6965388764,6.47814551023
1162052.729;2529919.572;200;14.486;COS;Cossonay-Penthalaz;ePOS;ePOS;01115252;Franzosisch;SBB CFF FFS;2;46.606047227,6.52391112058
1174536.475;2520654.762;200;43.155;DAY;Le Day;ePOS;ePOS;01104252;Franzosisch;SBB CFF FFS;8;46.7172975231,6.40083645418
1118507.113;2499949.081;158;60.218;GE;Geneve;ePOS;ePOS;01008258;Franzosisch;SBB CFF FFS;1;46.2105605782,6.14218583536
1118475.062;2499890.094;158;60.236;GE;Geneve;ePOS;ePOS;01008 267;Franzosisch;SBB CFF FFS;1;46.2102635165,6.14142849715
1118506.426;2499947.756;158;60.219;GE;Geneve;ePOS;ePOS;01008256;Franzosisch;SBB CFF FFS;1;46.2105542018,6.14216881644
1118505.788;2499948.542;158;60.219;GE;Geneve;ePOS;ePOS;01008261;Franzosisch;SBB CFF FFS;1;46.2105485804,6.14217913637
1118555.647;2499949.04;158;60.18;GE;Geneve;ePOS;ePOS;01008 279;Franzosisch;SBB CFF FFS;1;46.2109971049,6.14217489768
1118471.89;2499894.033;158;60.236;GE;Geneve;ePOS;ePOS;01008 257;Franzosisch;SBB CFF FFS;1;46.210235573,6.14148020963
1115915.586;2498597.076;152;64.097;LAPR;Lancy-Pont-Rouge;ePOS;ePOS;16155 254;Franzosisch;SBB CFF FFS;-9;46.1870489071,6.12523272584
1115977.344;2498601.327;152;64.035;LAPR;Lancy-Pont-Rouge;ePOS;ePOS;16155 252;Franzosisch;SBB CFF FFS;-9;46.1876050199,6.12527436762
1115917.196;2498597.337;152;64.095;LAPR;Lancy-Pont-Rouge;ePOS;ePOS;16155 253;Franzosisch;SBB CFF FFS;-9;46.1870634273,6.12523575623
1119052.578;2491879.54;151;69.374;SY;Satigny;ePOS;ePOS;01003251;Franzosisch;SBB CFF FFS;8;46.2142169931,6.03751570533
1119912.081;2494965.961;151;66.081;VM;Meyrin;ePOS;ePOS;01006251;Franzosisch;SBB CFF FFS;5;46.2224369905,6.07731089492
1119699.129;2496243.67;151;64.773;COI;Vernier;ePOS;ePOS;01007251;Franzosisch;SBB CFF FFS;3;46.2207201296,6.09391524949
1119803.377;2494088.199;151;66.966;ZIM;Zimeysa;ePOS;ePOS;01000251;Franzosisch;SBB CFF FFS;7;46.2213215168,6.06596130998
1115150.837;2488882.736;151;74.807;LP;La Plaine;Unireso;Andere;0;Franzosisch;SBB CFF FFS;10;46.1786356664,5.99961736132
1115149.283;2488882.63;151;74.807;LP;La Plaine;ePOS;ePOS;01001252;Franzosisch;SBB CFF FFS;10;46.1786216721,5.99961635846
1152071.439;2537881.245;150;0.0;LS;Lausanne;ePOS;ePOS;01120254;Franzosisch;SBB CFF FFS;-4;46.5170535184,6.62916988328
1152007.278;2537814.861;150;0.051;LS;Lausanne;ePOS;ePOS;;Franzosisch;SBB CFF FFS;-4;46.5164702067,6.62831354532
1152004.296;2537813.888;150;0.052;LS;Lausanne;ePOS;ePOS;01120258;Franzosisch;SBB CFF FFS;-4;46.5164432927,6.62830126926
1154319.082;2534075.971;150;4.481;REN;Renens VD;ePOS;ePOS;01118252;Franzosisch;SBB CFF FFS;0;46.5369065463,6.57926579464
1154363.942;2534006.951;150;4.563;REN;Renens VD;TSOL;Andere;0;Franzosisch;SBB CFF FFS;1;46.5373032479,6.57835971099
1152840.973;2529477.584;150;10.122;LON;Lonay-Preverenges;ePOS;ePOS;01048251;Franzosisch;SBB CFF FFS;8;46.5231412863,6.51955345088
1137730.139;2507473.566;150;38.523;NY;Nyon;ePOS;ePOS;01030259;Franzosisch;SBB CFF FFS;20;46.3845413823,6.2358481264
1137728.713;2507472.364;150;38.525;NY;Nyon;ePOS;ePOS;01030260;Franzosisch;SBB CFF FFS;20;46.38452839,6.23583278808
1124381.12;2501504.379;150;53.822;CRGD;Creux-de-Genthod;S-POS;S-POS;01012251;Franzosisch;SBB CFF FFS;32;46.2636235702,6.16109468729
1122888.519;2500420.04;150;55.77;TUI;Les Tuileries;S-POS;S-POS;ID 54154;Franzosisch;SBB CFF FFS;34;46.2500385917,6.1473517242
1118506.163;2500027.727;150;60.194;GE;Geneve;ePOS;ePOS;01008 278;Franzosisch;SBB CFF FFS;39;46.2105637359,6.14320494867
1118464.013;2499993.892;150;60.248;GE;Geneve;ePOS;ePOS;01008 275;Franzosisch;SBB CFF FFS;39;46.2101795896,6.14277562787
1120857.985;2497522.252;150;65.988;GEAP;Geneve-Aeroport;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;42;46.2313394376,6.11022844124
1121018.318;2497682.352;150;66.215;GEAP;Geneve-Aeroport;Unireso;Andere;;Franzosisch;SBB CFF FFS;43;46.2328059241,6.11226823513
1152071.605;2537880.474;150;0.001;LS;Lausanne;ePOS;ePOS;01120256;Franzosisch;SBB CFF FFS;-4;46.5170549399,6.62915981473
1152064.93;2537818.952;150;0.06;LS;Lausanne;ePOS;ePOS;01120257;Franzosisch;SBB CFF FFS;-4;46.5169891741,6.6283590779
1154338.497;2534080.441;150;4.489;REN;Renens VD;ePOS;ePOS;01118254;Franzosisch;SBB CFF FFS;0;46.5370816264,6.57932128321
1153487.842;2531091.703;150;8.379;DEN;Denges-Echandens;ePOS;ePOS;01045254;Franzosisch;SBB CFF FFS;6;46.5291283123,6.54049099468
1151533.556;2527530.804;150;12.474;MOR;Morges;ePOS;ePOS;01037258;Franzosisch;SBB CFF FFS;10;46.5111728076,6.49438978026
1151532.492;2527529.626;150;12.476;MOR;Morges;ePOS;ePOS;01037251;Franzosisch;SBB CFF FFS;10;46.5111631092,6.49437459991
1141598.897;2510098.568;150;33.812;GLA;Gland;ePOS;ePOS;01031 257;Franzosisch;SBB CFF FFS;19;46.4196968278,6.2692159439
1137711.296;2507479.922;150;38.533;NY;Nyon;ePOS;ePOS;01030261;Franzosisch;SBB CFF FFS;21;46.3843727753,6.23593449829
1137709.535;2507480.423;150;38.534;NY;Nyon;ePOS;ePOS;01030257;Franzosisch;SBB CFF FFS;21;46.384357005,6.23594136139
1130344.098;2503670.434;150;46.981;COP;Coppet;ePOS;ePOS;01023253;Franzosisch;SBB CFF FFS;26;46.3175717086,6.18795033006
1128264.205;2502099.941;150;49.647;MIES;Mies;ePOS;ePOS;01014 252;Franzosisch;SBB CFF FFS;28;46.298636855,6.1680013351
1126143.72;2501896.716;150;51.976;VSX;Versoix;ePOS;ePOS;01022253;Franzosisch;SBB CFF FFS;31;46.2795346001,6.16581124628
1123613.056;2500927.367;150;54.792;GDBE;Genthod-Bellevue;ePOS;ePOS;01021251;Franzosisch;SBB CFF FFS;33;46.2566304001,6.15377518398
1118502.885;2500019.055;150;60.202;GE;Geneve;ePOS;ePOS;01008269;Franzosisch;SBB CFF FFS;39;46.2105329624,6.14309329966
1118502.378;2500019.682;150;60.202;GE;Geneve;ePOS;ePOS;01008271;Franzosisch;SBB CFF FFS;39;46.2105284955,6.14310153148
1118510.482;2499995.517;150;60.211;GE;Geneve;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;39;46.2105977909,6.14278672168
1118444.232;2499949.636;150;60.291;GE;Geneve;ePOS;ePOS;01 008 266;Franzosisch;SBB CFF FFS;40;46.2099950857,6.14220650815
1118442.67;2499948.408;150;60.293;GE;Geneve;ePOS;ePOS;01 008 285;Franzosisch;SBB CFF FFS;40;46.2099808537,6.1421909337
1118419.917;2499885.516;150;60.351;GE;Geneve;Autre;Andere;;Franzosisch;SBB CFF FFS;40;46.2097668401,6.14138101772
1120831.004;2497495.314;150;65.95;GEAP;Geneve-Aeroport;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;42;46.2310926527,6.10988524258
1120857.29;2497522.899;150;65.987;GEAP;Geneve-Aeroport;BATS KK;BATS;;Franzosisch;SBB CFF FFS;42;46.2313332852,6.11023697943
1152072.646;2537881.105;150;0.0;LS;Lausanne;ePOS;ePOS;01120280;Franzosisch;SBB CFF FFS;-4;46.5170643624,6.6291678965
1152005.695;2537814.328;150;0.051;LS;Lausanne;ePOS;ePOS;01120266;Franzosisch;SBB CFF FFS;-4;46.5164559178,6.6283068138
1153149.632;2535857.013;150;2.346;PRMA;Prilly-Malley;S-POS;S-POS;18452252;Franzosisch;SBB CFF FFS;-2;46.5265606775,6.60264408597
1152296.1;2528590.022;150;11.163;STJ;Morges-St-Jean;ePOS;ePOS;01047251;Franzosisch;SBB CFF FFS;10;46.5181458946,6.50807170415
1152282.738;2528596.715;150;11.165;STJ;Morges-St-Jean;ePOS;ePOS;01047252;Franzosisch;SBB CFF FFS;10;46.5180264192,6.50816098329
1151525.195;2527524.685;150;12.484;MOR;Morges;ePOS;ePOS;01037257;Franzosisch;SBB CFF FFS;10;46.5110969372,6.49431137276
1151521.352;2527468.834;150;12.529;MOR;Morges;ePOS;ePOS;01037259;Franzosisch;SBB CFF FFS;11;46.51105631,6.49358432774
1148360.63;2524535.419;150;16.916;STP;St-Prex;ePOS;ePOS;01036254;Franzosisch;SBB CFF FFS;13;46.4823011121,6.45588356525
1147603.282;2522284.86;150;19.382;ETOY;Etoy;ePOS;ePOS;01042252;Franzosisch;SBB CFF FFS;14;46.475231081,6.42670569128
1141599.521;2510099.001;150;33.811;GLA;Gland;ePOS;ePOS;01031 256;Franzosisch;SBB CFF FFS;19;46.4197024985,6.26922145432
1137706.707;2507488.908;150;38.531;NY;Nyon;ePOS;ePOS;01030258;Franzosisch;SBB CFF FFS;21;46.3843327401,6.23605220851
1121875.023;2500406.639;150;56.783;CHY;Chambesy;ePOS;ePOS;01020 252;Franzosisch;SBB CFF FFS;37;46.2409208221,6.14739457125
1120835.303;2497499.67;150;65.956;GEAP;Geneve-Aeroport;BATS KK;BATS;;Franzosisch;SBB CFF FFS;42;46.2311319838,6.10994075325
1120837.203;2497500.869;150;65.958;GEAP;Geneve-Aeroport;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;42;46.2311492559,6.10995587517
1120910.812;2497565.994;150;66.057;GEAP;Geneve-Aeroport;Unireso;Andere;0;Franzosisch;SBB CFF FFS;42;46.2318212507,6.11078375428
1121015.447;2497707.709;150;66.232;GEAP;Geneve-Aeroport;Unireso;Andere;;Franzosisch;SBB CFF FFS;43;46.2327839624,6.11259751353
1153168.712;2535874.818;150;2.339;PRMA;Prilly-Malley;S-POS;S-POS;18452251;Franzosisch;SBB CFF FFS;-2;46.5267340132,6.60287347281
1154320.149;2534074.469;150;4.483;REN;Renens VD;ePOS;ePOS;01118251;Franzosisch;SBB CFF FFS;0;46.5369159957,6.57924606378
1154350.282;2534089.455;150;4.489;REN;Renens VD;ePOS;ePOS;01118253;Franzosisch;SBB CFF FFS;0;46.5371885227,6.57943709372
1151526.435;2527523.714;150;12.484;MOR;Morges;ePOS;ePOS;01037260;Franzosisch;SBB CFF FFS;10;46.5111079857,6.49429852739
1148372.491;2524524.802;150;16.912;STP;St-Prex;ePOS;ePOS;01036253;Franzosisch;SBB CFF FFS;12;46.4824066023,6.4557433789
1147589.571;2522281.429;150;19.383;ETOY;Etoy;ePOS;ePOS;01042251;Franzosisch;SBB CFF FFS;14;46.4751073536,6.42666332732
1147697.974;2520230.808;150;21.459;ALL;Allaman;ePOS;ePOS;01035251;Franzosisch;SBB CFF FFS;14;46.4758409657,6.39994645227
1147666.713;2520204.509;150;21.494;ALL;Allaman;ePOS;ePOS;01035252;Franzosisch;SBB CFF FFS;15;46.475556641,6.39960944565
1146315.712;2515377.694;150;26.62;ROL;Rolle;ePOS;ePOS;01033254;Franzosisch;SBB CFF FFS;16;46.462811422,6.33701402744
1146311.177;2515314.085;150;26.675;ROL;Rolle;ePOS;ePOS;01033253;Franzosisch;SBB CFF FFS;17;46.4627625813,6.33618689489
1141643.238;2510093.242;150;33.779;GLA;Gland;ePOS;ePOS;01031257;Franzosisch;SBB CFF FFS;18;46.4200949434,6.26913806432
1130315.647;2503642.273;150;47.016;COP;Coppet;ePOS;ePOS;01023254;Franzosisch;SBB CFF FFS;27;46.3173117619,6.18759066243
1127003.124;2501671.039;150;51.08;PTC;Pont-Ceard;ePOS;ePOS;01013251;Franzosisch;SBB CFF FFS;30;46.287231433,6.16270215053
1119873.244;2500167.426;150;58.811;GESE;Geneve-Secheron;ePOS;ePOS;16283251;Franzosisch;SBB CFF FFS;37;46.2228805448,6.14472229104
1119871.633;2500167.461;150;58.813;GESE;Geneve-Secheron;TPG;Andere;;Franzosisch;SBB CFF FFS;37;46.2228660601,6.14472308941
1118506.714;2500027.043;150;60.194;GE;Geneve;ePOS;ePOS;01008 277;Franzosisch;SBB CFF FFS;39;46.21056859,6.14319596896
1118509.024;2500024.17;150;60.194;GE;Geneve;ePOS;ePOS;0 1008 273;Franzosisch;SBB CFF FFS;39;46.2105889397,6.14315825245
1118500.516;2500021.989;150;60.202;GE;Geneve;ePOS;ePOS;01008284;Franzosisch;SBB CFF FFS;39;46.2105120911,6.14313181909
1118500.004;2500022.623;150;60.202;GE;Geneve;ePOS;ePOS;01008272;Franzosisch;SBB CFF FFS;39;46.2105075803,6.14314014266
1118471.091;2499985.162;150;60.248;GE;Geneve;ePOS;ePOS;01008 280;Franzosisch;SBB CFF FFS;39;46.2102419528,6.14266100882
1118465.215;2499992.423;150;60.248;GE;Geneve;ePOS;ePOS;01008 283;Franzosisch;SBB CFF FFS;39;46.2101901823,6.14275633855
1118466.383;2499990.971;150;60.248;GE;Geneve;ePOS;ePOS;01008 282;Franzosisch;SBB CFF FFS;39;46.2102004717,6.14273727675
1120832.641;2497496.776;150;65.952;GEAP;Geneve-Aeroport;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;42;46.2311075994,6.10990383089
1120856.742;2497521.008;150;65.986;GEAP;Geneve-Aeroport;BATS KK;BATS;;Franzosisch;SBB CFF FFS;42;46.2313280679,6.11021259156
1153467.514;2531095.461;150;8.385;DEN;Denges-Echandens;ePOS;ePOS;01045253;Franzosisch;SBB CFF FFS;6;46.5289458495,6.54054301015
1141643.005;2510094.038;150;33.779;GLA;Gland;ePOS;ePOS;01031256;Franzosisch;SBB CFF FFS;18;46.4200929545,6.26914846237
1129226.192;2503113.741;150;48.25;TAN;Tannay;ePOS;ePOS;01015252;Franzosisch;SBB CFF FFS;28;46.3074365602,6.18095673671
1118508.507;2500024.813;150;60.194;GE;Geneve;ePOS;ePOS;01008 276;Franzosisch;SBB CFF FFS;39;46.2105843852,6.14316669371
1118512.102;2499996.842;150;60.209;GE;Geneve;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;39;46.2106125589,6.14280354074
1118469.905;2499986.631;150;60.248;GE;Geneve;ePOS;ePOS;01008 281;Franzosisch;SBB CFF FFS;39;46.2102315041,6.14268029474
1120906.437;2497592.862;150;66.073;GEAP;Geneve-Aeroport;Unireso;Andere;0;Franzosisch;SBB CFF FFS;42;46.2317859962,6.11113294113
1121008.579;2497651.39;150;66.186;GEAP;Geneve-Aeroport;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;43;46.2327136125,6.1118690789
1122813.97;2562715.948;131;6.064;MTH;Monthey;ePOS;ePOS;01421254;Franzosisch;SBB CFF FFS;4;46.2557176835,6.95513593334
1131875.28;2558368.545;131;16.206;VOU;Vouvry;S-POS;S-POS;01424251;Franzosisch;SBB CFF FFS;9;46.3369721168,6.89794763619
1121192.27;2565051.854;131;3.209;MAS;Massongex;ePOS;ePOS;01420252;Franzosisch;SBB CFF FFS;2;46.2412555378,6.98554962168
1124536.316;2562232.569;131;7.905;CBY;Collombey;S-POS;S-POS;01422251;Franzosisch;SBB CFF FFS;5;46.2711838913,6.94872767794
1138067.381;2551328.579;131;26.809;STGI;St-Gingolph (Suisse);ePOS;ePOS;01428252;Franzosisch;SBB CFF FFS;13;46.3921976976,6.8058685459
1129422.372;2559758.036;131;13.382;VIO;Vionnaz;S-POS;S-POS;ID 54201;Franzosisch;SBB CFF FFS;8;46.3149920836,6.91620600841
1122815.168;2562715.043;131;6.066;MTH;Monthey;ePOS;ePOS;01421253;Franzosisch;SBB CFF FFS;4;46.2557284097,6.95512410138
1137345.658;2554951.824;131;22.933;BOU;Bouveret;ePOS;ePOS;30739252;Franzosisch;SBB CFF FFS;12;46.3859591869,6.85304246611
1134759.431;2556965.627;131;19.522;EVOU;Les Evouettes;S-POS;S-POS;01425251;Franzosisch;SBB CFF FFS;10;46.3628275478,6.87945999826
1146782.615;2552807.46;111;1.802;CORS;Corseaux-Cornalles;S-POS;S-POS;04040251;Franzosisch;SBB CFF FFS;1;46.4707001407,6.82420524164
1146492.227;2553684.4;111;0.829;VVFU;Vevey-Funi;S-POS;S-POS;04015251;Franzosisch;SBB CFF FFS;-1;46.4681493426,6.83565145883
1147970.384;2549303.381;111;5.611;CHX;Chexbres-Village;ePOS;ePOS;04013251;Franzosisch;SBB CFF FFS;2;46.4811278916,6.77845465137
1152070.442;2537885.573;100;0.004;LS;Lausanne;ePOS;ePOS;01120260;Franzosisch;SBB CFF FFS;-12;46.5170449526,6.62922641177
1152066.233;2537925.057;100;0.044;LS;Lausanne;ePOS;ePOS;01120252;Franzosisch;SBB CFF FFS;-12;46.5170107621,6.6297414581
1151998.97;2537947.818;100;0.08;LS;Lausanne;ePOS;ePOS;01120251;Franzosisch;SBB CFF FFS;-12;46.5164078377,6.63004708559
1151373.351;2540199.979;100;2.505;PU;Pully;ePOS;ePOS;01130252;Franzosisch;SBB CFF FFS;-11;46.5109856899,6.65947381278
1151353.488;2540206.868;100;2.517;PU;Pully;ePOS;ePOS;01130251;Franzosisch;SBB CFF FFS;-10;46.5108076357,6.65956614207
1147197.423;2549758.984;100;13.543;RIV;Rivaz;ePOS;ePOS;01126252;Franzosisch;SBB CFF FFS;-6;46.4742092811,6.78447147376
1108409.009;2575868.557;100;70.853;CHAR;Charrat-Fully;ePOS;ePOS;01501251;Franzosisch;SBB CFF FFS;15;46.1267401457,7.12644596553
1118291.8;2589650.575;100;88.023;CHF;Chateauneuf-Conthey;ePOS;ePOS;01510251;Franzosisch;SBB CFF FFS;20;46.215995544,7.30453010623
1119554.436;2593861.524;100;92.419;SIO;Sion;ePOS;ePOS;01506255;Franzosisch;SBB CFF FFS;21;46.2274057663,7.35908167541
1119659.209;2594227.657;100;92.804;SIO;Sion;Eurodateur;Andere;;Franzosisch;SBB CFF FFS;22;46.2283515434,7.363825961
1126745.282;2607223.863;100;108.101;SIE;Sierre/Siders;ePOS;ePOS;;Franzosisch;SBB CFF FFS;25;46.292082389,7.53238679338
1128398.025;2627956.625;100;130.093;RAR;Raron;ePOS;ePOS;01604252;Deutsch;SBB CFF FFS;33;46.3064088593,7.80152913792
1129947.364;2642330.755;100;145.56;BR;Brig;ePOS;ePOS;;Deutsch;SBB CFF FFS;39;46.3195949472,7.9882454411
1152066.073;2537925.816;100;0.045;LS;Lausanne;ePOS;ePOS;01120261;Franzosisch;SBB CFF FFS;-12;46.5170093934,6.62975136946
1148903.623;2546759.859;100;9.982;EPS;Epesses;ePOS;ePOS;01125251;Franzosisch;SBB CFF FFS;-6;46.4893248454,6.74522623246
1145937.719;2554252.433;100;18.364;VV;Vevey;BATS;BATS;01200 257;Franzosisch;SBB CFF FFS;-3;46.4632004657,6.84310139809
1145896.052;2554289.823;100;18.419;VV;Vevey;ePOS;ePOS;01200251;Franzosisch;SBB CFF FFS;-2;46.462828214,6.8435922438
1145063.845;2555535.973;100;19.924;TOUR;La Tour-de-Peilz;ePOS;ePOS;01201254;Franzosisch;SBB CFF FFS;-1;46.4554262574,6.85989395302
1143639.309;2558267.73;100;23.079;CL;Clarens;ePOS;ePOS;01203251;Franzosisch;SBB CFF FFS;0;46.442788104,6.89557818718
1106103.25;2572169.429;100;66.465;MA;Martigny;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;13;46.1058557609,7.07872640339
1113470.4;2582946.65;100;79.567;RID;Riddes;ePOS;ePOS;01503251;Franzosisch;SBB CFF FFS;17;46.1724871258,7.21783305154
1126739.881;2607235.702;100;108.109;SIE;Sierre/Siders;ePOS;ePOS;01509256;Franzosisch;SBB CFF FFS;25;46.2920336775,7.53254034291
1152050.865;2537953.678;100;0.075;LS;Lausanne;ePOS;ePOS;01120262;Franzosisch;SBB CFF FFS;-12;46.5168751838,6.63011645942
1150558.268;2542560.938;100;5.051;LTY;Lutry;ePOS;ePOS;01122251;Franzosisch;SBB CFF FFS;-10;46.5038610139,6.69033558583
1148852.241;2545382.91;100;8.543;CU;Cully;ePOS;ePOS;01124251;Franzosisch;SBB CFF FFS;-7;46.4887515375,6.72729952073
1141808.003;2560339.811;100;26.013;TER;Territet;ePOS;ePOS;01301251;Franzosisch;SBB CFF FFS;2;46.4264408546,6.92269854114
1140828.758;2560726.745;100;27.086;VEY;Veytaux-Chillon;ePOS;ePOS;01302251;Franzosisch;SBB CFF FFS;3;46.4176549583,6.92781521172
1138678.875;2560665.293;100;29.349;VIL;Villeneuve;S-POS;S-POS;01303252;Franzosisch;SBB CFF FFS;5;46.3983122179,6.92719868028
1138670.496;2560648.227;100;29.357;VIL;Villeneuve;ePOS;ePOS;01303253;Franzosisch;SBB CFF FFS;5;46.3982358416,6.92697750089
1129601.028;2563399.032;100;39.311;AIG;Aigle;ePOS;ePOS;01400256;Franzosisch;SBB CFF FFS;6;46.3168079516,6.96345959335
1129590.795;2563418.878;100;39.328;AIG;Aigle;ePOS;ePOS;01400255;Franzosisch;SBB CFF FFS;7;46.316716985,6.96371805051
1129574.858;2563436.034;100;39.349;AIG;Aigle;ePOS;ePOS;01400257;Franzosisch;SBB CFF FFS;7;46.3165745609,6.96394203325
1113159.402;2568093.096;100;57.866;EV;Evionnaz;ePOS;ePOS;01404251;Franzosisch;SBB CFF FFS;12;46.169147736,7.02552792325
1117491.435;2587074.091;100;85.328;ARD;Ardon;ePOS;ePOS;01505252;Franzosisch;SBB CFF FFS;20;46.208750946,7.2711645985
